id,genus,species
yuan2019,Elaphurus,davidianus
rees2013,Caretta,caretta
hart2016a,Caretta,caretta
cumming2022,Alopochen,aegyptiacus
murillo2020,Gallus,domesticus
lewis2023,Ovis,aries
poulopoulou2019,Bos,taurus
lalleroni2017,Ursus,arctos arctos
otway2011,Carcharias,taurus
battaile2015a,Callorhinus,ursinus
henriquez2021,Papio,hamadryas
shiomi2012b,Calonectris,leucomelas
fan2023,Ovis,aries
pazkagan2023,Capra,hircus
stiles2011,Canis,lupus familiaris
fischer2019,Wallabia,bicolor
yang2021,Ciconia,boyciana
mayer2020,Lepus,europaeus
ren2008,Rhinopithecus,bieti
gunter2021,Canis,lupus familiaris
nielsen2023a,Monodon,monoceros
rickbeil2019,Cervus,canadensis
maublanc2012,Capreolus,capreolus
aalto2023,Thunnus,thynnus
kuhn2009,Mirounga,angustirostris
martin2013a,Felis,silvestris catus
hawkes2020,Cetorhinus,maximus
weimerskirch2020,Diomedea,exulans
lavender2022a,Dipturus,intermedius
masello2021,Pygoscelis,papua
danks2020,Wallabia,bicolor
body2012,Rangifer,tarandus
thomas2008,Loxodonta,africana
hull2015,Ailuropoda,melanoleuca
bogdanova2014,Phalacrocorax,aristotelis
adachi2019,Mirounga,angustirostris
meek2008,Odocoileus,virginianus
alfred2012,Elephas,maximus
dalziel2016,Rangifer,tarandus
lesmerises2018a,Rangifer,tarandus caribou
rivrud2010,Cervus,elaphus
eisaguirre2018,Aquila,chrysaetos
santos2019b,Phaethon,lepturus
calverley2015,Crocodylus,niloticus
neave2021,Bos,taurus
vogt2016,Lynx,lynx
ditmer2015a,Ursus,americanus
gleiss2017,Pristis,pristis
kok2023,Bos,taurus
kanaji2020,NA,NA
peschko2021,Morus,bassanus
mulvenna2022,Ovis,aries
watanabe2011a,Phalacrocorax,verrucosus
bencin2019,Lynx,rufus
hart2020b,Caretta,caretta
brumbastos2020,Chrysocyon,brachyurus
tosh2009,Mirounga,leonina
bista2021b,Ailurus,fulgens
jones2017,Halichoerus,grypus
dietz2013,Phoca,vitulina
zeppelin2015,Callorhinus,ursinus
aaser2022,Bos,taurus
tian2021,Calonectris,leucomelas
hogberg2020,Ovis,aries
goodwin2022,Canis,familiaris
perilli2016,Panthera,onca
graham2009,Loxodonta,africana
calich2021,Galeocerdo,cuvier
sha2018,Macaca,fuscata
facka2021,Pekania,pennanti
freitas2008a,Phoca,hispida
ware2020,Ursus,maritimus
evans2017,Crocodylus,porosus
lopez2015,Mesoplodon,densirostris
bell2016,Procellaria,parkinsoni
sweeney2019,Balaenoptera,musculus
asada2022,Dermochelys,coriacea
latham2023,Notamacropus,rufogriseus
green2019,Crocuta,Crocuta
torretta2023,Canis,lupus
williams2017a,Monodon,monoceros
mikkelsen2019,Phoca,vitulina
battaile2015b,Callorhinus,ursinus
heidejorgensen2010,Monodon,monoceros
auge2014,Phocarctos,hookeri
oczak2020,Sus,scofra domesticus
wallace2015,Dermochelys,coriacea
nandintsetseg2019,Saiga,tatarica
edwards2008,Ursus,arctos
anderson2021,Carcharodon,carcharias
camposarceiz2008,Elephas,maximus
cianchettibenedetti2018,Calonectris,diomedea
dore2020a,NA,NA
patin2020,Loxodonta,africana
saitua2022,Equus,caballus
hayes2013,Mirounga,angustirostris
dangarembizi2017,Rattus,norvegicus
tournier2021,Mirounga,angustirostris
pichegru2009,Morus,capensis
seoane2015,Bos,taurus
shaffer2009,Ardenna,grisea
tatler2021,Canis,lupus dingo
seoane2015,Aquila,chrysaetos
degrissac2017,Diomedea,exulans
wilson2013b,Acinonyx,jubatus
spence2010,Blaberus,discoidalis
wal2009,Alces,alces
parejo2019,Anas,acuta
skinner2012,Callorhinus,ursinus
smereka2020,Puma,concolor
gerencser2013,Canis,familiaris
fullman2021b,Rangifer,tarandus granti
braham2015,Aquila,chrysaetos
bartlambrooks2011,Equus,burchelli antiquorum
getz2007,Syncerus,caffer
periquet2015,Crocuta,crocuta
worth2015,Bos,taurus
benediktova2020,Canis,lupus familiaris
schoombie2017,Phoebetria,fusca
bonnot2016,Odocoileus,hemionus sitkensis
bourgoin2008,Ovis,gmelini musimon
weber2023,Lepidochelys,kempii
wilson2015b,Negaprion,brevirostris
jannetti2023,Ctenomys,famosus
fossette2015,Rhizostoma,octopus
lagarde2008,Testudo,graeca
fahlman2008,Eumetopias,jubatus
fattebert2015,Panthera,pardus
weterings2016,Lepus,europaeus
houstin2022,Aptenodytes,forsteri
battley2012,Limosa,lapponica
heinicke2019,Bos,taurs
mcintyre2017,Mirounga,leonina
pistorius2017,Aptenodytes,patagonicus
lesmerises2018b,Rangifer,tarandus caribou
moland2011,Homarus,gammarus
thomas2010,Zalophus,californianus
mccutcheon2011,Eudyptula,minor
pop2018,Ursus,arctos
pittarello2019,Bos,taurus
vandenabeele2015,Phalacrocorax,carbo
mcevoy2021,Pteropus,giganteus
rowat2007,Rhincodon,typus
goncalves2022,Capra,hircus
payne2016,Girella,tricuspidata
kreling2021,Odocoileus,hemionus columbianus
merkle2016,Alces,alces
kane2022,Gyps,coprotheres
perezbarberia2015,Ovis,aries
chamaillejammes2013,Loxodonta,africana
hull2016,Ailuropoda,melanoleuca
auge2011a,Phocarctos,hookeri
shuert2019,Halichoerus,grypus
vanrees2021,Larus,fuscus
ariasdelrazo2011,Canis,latrans
heinrich2021,Negaprion,brevirostris
morant2022,Neophron,percnopterus
ruthrauff2021,Numenius,phaeopus
abalomorla2018,Caretta,caretta
hsieh2017,Rattus,norvegicus domestica
volkmann2021,Martes,caurina
burnett2014a,Oncorhynchus,nerka
rast2020,Vulpes,vulpes
sangster2021,Phoca,vitulina
glass2021b,Gulo,gulo
buchholtz2021,Loxodonta,africana
mcduie2019,Mareca,strepera
crowther2014,Phascolarctos,cinereus
shillinger2008,Dermochelys,coriacea
eichhorn2009,Branta,leucopsis
reider2022,Ambystoma,mexicanum
southall2019,Balaenoptera,musculus
drouilly2020b,Canis,mesomelas
english2014,Elephas,maximus borneensis
lavelle2012,Odocoileus,virginianus
miller2010a,Orcinus,orca
izadi2018,Balaenoptera,brydei
chmura2020,Urocitellus,parryii
sparling2018,Phoca,vitulina
webb2013b,Odocoileus,hemionus
klarevasirby2021,Acryllium,vulturinum
nobert2016,Odocoileus,hemionus
mossbrucker2016,Elephas,maximus sumatranus
shariatinajafabadi2016,Branta,leucopsis
hedenstrom2016,Chaetura,pelagica
wielgus2020,Syncerus,caffer
kline2021,Desmodus,rotundus
zhang2022b,Megaptera,novaeangliae
clay2020,Diomedea,exulans
prystay2019,Micropterus,dolomieu
razen2016,Canis,lupus
spiegal2019,Bos,taurus
pasquet2016,Rattus,norvegicus
lendrum2013,Odocoileus,hemionus
wikenros2023,Canis,lupus
robson2009,NA,NA
jeanniarddudot2017b,Callorhinus,ursinus
carey2014,Ardenna,tenuirostris
peterson2021,Procyon,lotor
ordiz2017,Ursus,arctos
bertassoni2020,Myrmecophaga,tridactyla
doranmyers2021,Lynx,canadensis
leung2013,Phocarctos,hookeri
benoit2020,Capreolus,capreolus
weise2010,Zalophus,californianus
cusack2020,Cervus,elephas
joyce2016,Peponocephala,electra
belotti2012,Lynx,lynx
dunn2022,Uria,aalge
wang2019b,Branta,leucopsis
zhang2022c,Felis,silvestris catus
piersma2021,Calidris,canutus piersmai
burnett2014b,Oncorhynchus,nerka
munozdelgado2014,Ateles,geoffroyi
isaksson2019,Alca,torda
mcknight2015b,Canis,lupus familiaris
valeix2010,Panthera,leo
hertel2017,Ursus,arctos
wunderlich2014,Propithecus,verreauxi
matthews2012,Vombatus,ursinus
jakubas2016,Alle,alle
ayers2020,Papio,ursinus
borg2021,Canis,lupus
murphy2021,Loxodonta,africana
sorais2021,Larus,delawarensis
gurung2018b,Gallus,domesticus
perssonsjodin2019,Equus,caballus
deuel2017,Urocyon,cinereoargenteus
alsaaod2022,Bos,taurus
hedlin2013,Cathartes,aura
dudot2018,Callorhinus,ursinus
svendsen2021,Salmo,salar
oppel2015,Sula,dactylatra
milner2013,Alces,alces
turnley2022,Odocoileus,hemionus
alfredsen2021,Salmo,salar
bjarnason2019,Gadus,morhua
rey2016,Antidorcas,marsupialis
bertiller2008,Ovies,aries
elbroch2012,Puma,concolor
gibb2017,Puffinus,puffinus
langley2021,Larus,fuscus
evans2016b,Ursus,arctos
chen2023,Homo,sapiens
halttunen2009,NA,NA
papastamatiou2018,Carcharhinus,longimanus
fujiwara2014,Bos,taurus
watanabe2019a,Carcharodon,carcharias
williams2011,Mirounga,leonina
weissman2021,Lophius,americanus
peterson2015,Mirounga,angustirostris
vitousek2007,Amblyrhynchus,cristatus
hays2012,Rhizostoma,octopus
harris2020b,Rissa,tridactyla
lawrence2023,Oncorhynchus,nerka
tremblay2022,Rissa,tridactyla
buechley2022,Gyps,africanus
li2014,NA,NA
desoto2020,Ziphius,cavirostris
joly2019,Canis,lupus
fahlbusch2019,Phalcoboenus,australia
balmer2023,Tursiops,truncatus
wiesel2019,Parahyaena,brunnea
bouten2013,Larus,fuscus
flaspohler2019,Loligo,forbesii
zeh2015,Dugong,Dugon
longarini2023,Gyps,fulvus
payne2018,Galeocerdo,cuvier
aguado2017,Capra,ibex ibex
foley2020,Canis,lupus familiaris
fischbach2016,Odobenus,rosmarus divergens
zeh2016,Dugong,Dugon
brawata2018,Hieraaetus,morphnoides
tennessen2023,Orcinus,orca
slone2013,Trichechus,manatus
braun2018a,Cetorhinus,maximus
mate2011,Eubalaena,australia
sergio2015,Milvus,migrans
iwata2021,Megaptera,novaeangliae
rast2019,Erinaceus,europeaus
pearce2023,Gallus,gallus domesticus
costa2020,Eidolon,helvum
nekaris2022,Nycticebus,bengalensis
bengsen2021,Dama,dama
oliveira2023,Lynx,lynx
winship2012,Prionace,glauca
mcclintock2013,Phoca,vitulina
dewhirst2016,Canis,lupus familiaris
fais2016,Physester,macrocephalus
ratanakorn2012,Larus,brunnicephalus
bailey2008,Dermochelys,coriacea
yu2023a,Chelonia,mydas
lonergan2009,Halichoerus,grypus
sims2009,Mola,mola
hart2012b,Eretmochelys,imbricata
maglietta2022,Caretta,caretta
brown2017,Aquila,chrysaetos
carter2022,Phoca,vitulina
boyers2021,Oryx,gazella gazella
gladden2020,Bos,taurus
pontbriand2023,Balaena,mysticetus
guzman2013,Megaptera,novaeangliae
dion2019,Odocoileus,virginianus
aoki2015,Physester,macrocephalus
nakamura2020,Rhincodon,typus
dance2016,NA,NA
rauset2012,Ursos,arctos
cristescu2015,Ursos,arctos
margalida2017,Gypaetus,barbatus
reich2017,Lepidochelys,kempii
patterson2016,Eudyptes,chrysolophus
machovskycapuska2016b,Sula,dactylatra
miller2016b,Hyperoodon,ampullatus
westdal2010,Monodon,monoceros
ortegaortiz2012,Phsyster,macrocephalus
lamont2021,Malaclemys,terrapin
aarts2008,Halichoerus,grypus
barnett2011,Notorynchus,cepedianus
bailey2012,Dermochelys,coriacea
rautiainen2022,Rangifer,tarandus
fletcher2023,Varanus,rosenbergi
crego2023,Giraffa,reticulata
mcgranahan2018,Bos,taurus
kranstauber2019,Suricata,suricatta
cade2018,Megaptera,novaeangliae
adams2012,Ardenna,grisea
lam2008,Tetrapturus,audax
nelson2008,Odocoileu,virginianus
kahankova2022,Capra,hircus
johnson2008a,Bos,taurus
savard2013,Bucephala,islandica
potts2014,Rangifer,tarandus
domalik2021,Larus,glaucescens
kelly2010,Phoca,hispida
kobler2008,NA,NA
foguekem2009,Loxodonta,africana
kinney2020,Alopias,vulpinus
spencer2015,Camelus,dromedarius
therrien2015,Bubo,scandiacus
masto2022,Anas,platurhynchos
ballard2020,Canis,lupus dingo
vissat2023,Tyto,alba
pellerin2016,Capreoulus,capreoulus
sato2007,Physester,macrocephalus
amoroso2020,Eulemur,rufifrons
starke2015,Equus,ferus caballus
lethbridge2016,Capra,hircus
beal2023,Uria,aalge
alston2020,Alces,alces
tepfer2017,Homo,sapiens
tian2021,NA,NA
si2018,Anser,albifrons
pasanisi2022,Caretta,caretta
mestre2020,Mirounga,leonina
hopcraft2014,Equus,burchelli
skinner2014,Callorhinus,ursinus
oczak2020,Sus,scrofa domesticus
harrington2012,Neovision,vision
heidejorgensen2017b,Phocoena,phocoena
tarroux2010,Vulpes,lagopus
kerstetter2009,Tetrapturus,pfleugeri
vandekerk2020,Odocoileus,hemionus
robson2014,Pecten,maximus
aoki2023,Equus,ferus caballus
bradford2022,Pteropus,scapulatus
weterings2018,Lepus,europaeus
raine2020,Puffinus,newelli
cronk2021,Cynictis,penicillata
gutowsky2017c,Sternotherus,odoratus
fullman2021b,Rangifer,tarandus
seigleferrand2022,Rupicapra,rupicapra
navarro2009b,Calonectris,diomedea
liebsch2007,Phoca,vitulina
kertson2011,Puma,concolor
lambertucci2014,Vultur,gryphus
beckmann2016,Antilocapra,americana
clarke2016,Canis,lupus familiaris
verhoeven2021,Limosa,limosa limosa
scharf2016,Pekania,pennanti
laidre2012,Balaena,mysticetus
bombara2017,Canis,lupus familiaris
koizumi2019,Ovis,dalli dalli
malagnino2021,Capreolus,capreolus
parnell2023,Ovis,aries
miller2022,Ursus,maritimus
thorup2020,Cuculus,canoras
barnett2016,Triaenodon,obesus
naha2016,Panthera,tigris tigris
stiegler2023,Lepus,europaeus
whitney2021b,Carcharhinu,plumbeus
auriolesgamboa2019,Mirounga,angustirostris
rozenrechels2020,Loxodonta,africana
he2019,Ailuropoda,melanoleuca
muntifering2019,Equus,zebra hartmannae
abrahms2021,Grus,americana
spitz2018,Ovis,canadensis sierrae
wasenius2017,Homo,sapiens
westekemper2018,Cervus,elaphus
balluffifry2020,Alces,alces
leblanc2016,Gallus,gallus domesticus
elliott2017,Uria,aalge
graf2018,Castor,fiber
sala2011,Mirounga,leonina
burkholder2022,Alces,alces
lyall2020,Homo,sapiens
chambault2021,Caretta,caretta
brierslouw2019,Panthera,leo
lavelle2012,Odocoileu,virginianus
lutz2016,Odocoileu,virginianus
campler2018,Bos,taurus
leblond2010,Alces,alces
li2017,Bos,taurus
michler2022,Capra,hircus
mcdonald2009,Arctocephalus,gazella
flavel2012,Homo,sapiens
wielgus2020,Syncerus,caffer caffer
zhang2018b,Anser,Albifrons
alawneh2020,Bos,taurus
cameron2020,Rangifer,tarandus granti
jeanniarddudot2017c,Callorhinus,ursinus
bieber2022,Esox,lucius
riley2021,Puma,concolor
viola2022,Canis,lupus
murray2015b,Canis,latrans
fontes2023,NA,NA
lamont2015,Caretta,caretta
thomas2010,NA,NA
fabregas2015,Panthera,tigris amoyensis
bowers2018,Globicephala,macrorhynchus
leung2014,Phocarctos,hookeri
xu2021b,NA,NA
hertel2021,NA,NA
trierweiler2014,Circu,pygargus
grignolio2018,Rupicapra,rupicapra
mueller2022,Rangifer,tarandus caribou
wei2017,Sus,scrofa domesticus
curtis2012,NA,NA
studd2022,Sciurus,vulgaris
lameris2021,NA,NA
aini2015,NA,NA
wensveen2019,Hyperoodon,ampullatus
mosomtai2018,NA,NA
edwards2007,NA,NA
heurich2014,Lynx,lynx
quick2019,Ziphius,cavirostris
bedrosian2012,Haliaeetus,leucocephalus
allen2014b,Canis,lupus dingo
ioriomerlo2022,Phoca,vitulina
conn2014,NA,NA
wright2020,Odocoileus,spp.
makhado2018,Thalassarche,carteri
fehlmann2017,Papio,ursinus
dexter2016,Phascolarctos,cinereus
kline2021,NA,NA
zhang2022b,NA,NA
mbizah2019,Panthera,leo
robson2009,Margaritifera,margaritifera
veltheim2015,Grus,rubicunda
latombe2014,NA,NA
peterson2021,NA,NA
levaillant2013,Aptenodytes,patagonicus
young2010,Sula,dactylatra
cusack2020,Cervus,elaphus
cleeland2014,Puffinus,tenuirostris
bramorska2023,Bison,bonasus
lopezsanroman2015,Equus,caballus
orben2015,Uria,lomvia
valeix2010,NA,NA
blundell2011,Phoca,vitulina
thums2008,Mirounga,leonina
symons2022,Fratercula,arctica
superbie2022,Rangifer,tarandus caribou
pittman2022,Meleagris,gallopavo silvestris
ditmer2018c,Alces,alces
murphy2021,NA,NA
valeix2009,NA,NA
eckrich2018,Vulpes,macrotis
moseby2009,Felis,catus
johnson2015b,Lutjanus,campechanus
sutherland2019,Capra,aegagrus hircus
evans2016b,NA,NA
sutherland2018,Bos,taurus
shaw2014,Neotis,ludwigii
halttunen2009,Salmo,salar L.
chilvers2009,Phocarctos,hookeri
baylis2012,Arctocephalus,australis forsteri
byrnes2021b,Negaprion,acutidens
pistorius2020,Pygoscelis,papua
ramos2013,Calonectris,borealis
senner2015,Limosa,limosa limosa
kowalczyk2015,Eudyptula,minor
fayet2021,Fratercula,arctica
allegue2022,Mirounga,leonina
johnson2018,Ursus,americanus
meisingset2022,Cervus,elaphus
lovarelli2022,Bos,taurus
rodriguez2020,Bos,taurus
lewis2011a,NA,NA
dorak2017,Branta,canadensis
charlton2016,Bos,taurus
auge2011b,Phocarctos,hookeri
joumaa2017,Mirounga,leonina
bidner2018,Papio,spp.
cook2007,NA,NA
basille2013,Rangifer,tarandus caribou
abrilcolon2022,Chlamydotis,undulata fuertaventurae
girard2009,Caretta,caretta
fortin2022,Loxodonta,africana
bennitt2019,Equus,quagga
amelineau2021,Numenius,arquata arquata
veltheim2022,Antigone,rubicunda
forrester2015,NA,NA
leech2017,Rangifer,tarandus caribou
dickie2021,NA,NA
olson2015,Odocoileus,virginianus
ferguson2010,NA,NA
deacy2019,NA,NA
turner2022,NA,NA
hensman2014b,Hippotragus,niger
blum2023,Ovis,canadensis nelsoni
riaz2020,Pygoscelis,adeliae
guttridge2015,NA,NA
steyaert2016,Ursus,arctos
kaczensky2008,Canis,lupus
kok2017,Bos,taurus
sherley2017,NA,NA
dzialak2011b,Cervus,elaphus
puckeridge2021,Platycephalus,caeruleo- punctatus
naidoo2020,NA,NA
borg2021,NA,NA
maputla2015,Panthera,pardus
simon2019,Canis,lupus
jordan2022,Phoebastria,immutabilis
gesto2020,Oncorhynchus,mykiss
bishop2019,NA,NA
strandberg2010,NA,NA
flesch2009,Varanus,various
margenau2022,Odocoileus,virginianus
pereira2021,Halobatrachus,didactylus
williams2012c,Odocoileus,virginianus
lidgard2014,Halichoerus,grypus
heit2023b,NA,NA
dewhirst2017,NA,NA
phillips2018,Uria,aalge
pape2015a,NA,NA
aoki2013,NA,NA
cullen2023,NA,NA
narazaki2013,NA,NA
soltis2016,NA,NA
vanderlaan2021,Canis,lupus familiaris
muhametsafina2014,NA,NA
mcintyre2011a,NA,NA
nakamura2015a,Echinorhinus,cookei
spencer2012,Camelus,dromedarius
citta2021,NA,NA
estrada2023,Bos,taurus
cherry2013,Ursus,maritimus
wilson2014,NA,NA
ekstrom2018,NA,NA
debeffe2012,Capreolus,capreolus
guida2017,Carcharinus,brachyurus
hoffman2019,Canis,lupus familiaris
parsons2021,Ursus,arctos horribilis
sulikowski2023,Galeocerdo,cuvier
hagihara2014,Dugong,dugon
gaylord2016,Cervus,elaphus nelsoni
hays2020,NA,NA
wehner2022,NA,NA
kokubun2013,NA,NA
galea2021,Felis,Catus
gryba2019,Phoca,largha
traill2016,Equus,quagga
kendallbar2022,Mirounga,angustirostris
otoole2012,NA,NA
photopoulou2015,NA,NA
habib2021,Panthera,tigris tigris
hernandezpliego2017,Falco,naumanni
hays2007a,Mustela,vison
fieberg2012,NA,NA
boyd2022,Bos,taurus
abecassis2013,NA,NA
boltunov2021,Odobenus,rosmarus rosmarus
lowther2016,NA,NA
higgs2012,NA,NA
jonestodd2022,NA,NA
seminoff2020,NA,NA
johann2020a,Sus,scrofa
witt2011,Dermochelys,coriacea
royer2020,Sphyrna,lewini
gutowsky2020,Larus,glaucoides thayeri
murphy2017a,Pezoporus,occidentalis
eisaguirre2016,Falco,rusticolus
naughton2018,NA,NA
schick2019,NA,NA
francke2013,Chelonia,mydas L.
osullivan2022,NA,NA
wakefield2017,Phalacrocorax,aristotelis
cheraghi2019,Acinonyx,jubatus venaticus
richter2020,Cervus,elaphus
battaile2015b,NA,NA
uenishi2021,Bos,taurus
dragon2012b,Mirounga,leonine
spiegel2018,NA,NA
lowther2015a,NA,NA
dangarembizi2017,NA,NA
gannon2014,Platycephalus,fuscus
spence2010,Blaberus,discoidalis L.
martin2016,NA,NA
peckham2011,Caretta,caretta
normande2016,Trichechus,manatus manatus
baylis2008,Arctocephalus,forsteri
kumpulainen2021,Canis,lupus familiaris
sherley2013,Spheniscus,demersus
marquezferrando2018,NA,NA
wahlberg2014,Anguilla,anguilla L.
hopkins2021,Lambis,truncata sebae
luo2021,Hipposideros,armiger
vanbeest2013a,Cervus,elaphus manitobensis
delapuentearevalo2022,Canis,lupus familiaris
sutton2021a,Eudyptes,chrysolophus
sato2009,Calonectris,leucomelas
vikingsson2015,NA,NA
zagorski2019,Emydoidea,blandingii
blake2013,Chelonoidis,niger
ponchon2014,Rissa,tridactyla
bowersock2021,Ursus,americanus
adachi2014,Mirounga,angustirostris
vanderzanden2016,NA,NA
ferrarini2021b,Falco,naumanni
colpoys2021,Canis,lupus familiaris
martell2014,Pandion,haliaetus
nielsen2018,Phocoena,phocoena
yamaguchi2012a,NA,NA
geary2015,Egretta,rufescens
wells2022,NA,NA
mirski2021a,Clanga,pomarina
laporte2010,Canis,lupus
mackay2014,NA,NA
dequevedo2013,Caretta,caretta
grunewalder2012,Acinonyx,jubatus
schloesing2020,NA,NA
merkle2015,Bison,bison bison
willis2009,NA,NA
dunford2020,NA,NA
branconunes2016,Dasyatis,americana
gaylord2016,NA,NA
cook2008a,Phalacrocorax,verrucosus
laforge2016,Odocoileus,virginianus
roshier2021a,Vulpes,vulpes
kozak2016,Gallus,gallus domesticus
luo2015,Makaira,nigricans
therrien2015,NA,NA
masto2022,Anas,platyrhynchos
vandonk2020,Larus,argentatus
pellerin2016,Capreolus,capreolus
avgar2015,Rangifer,tarandus caribou
campbell2019,Bos,taurus
pikesley2015,NA,NA
suryan2010,Phoebastria,albatrus
humphries2012,Thalassarche,melanophrys
hertel2019,NA,NA
pagano2012,Ursus,maritimus
clark2014a,Bos,taurus
grecian2022,Pagophilus,groenlandicus
tezuka2023,Ursus,thibetanus
thiemann2013,NA,NA
ferrarini2023,Falco,naumanni
sahlsten2010,NA,NA
bunnefeld2011,Alces,alces
trondrud2021b,Rangifer,tarandus platyrhynchus
vacquiegarcia2018,Delphinapterus,leucas
vantoor2013,Anas,platyrhynchos
veldkamp2023,NA,NA
wakefield2011,Thalassarche,melanophris
wang2017,Puma,concolor
watanabe2019b,NA,NA
welbergen2020,Pteropus,spp.
wells2014,NA,NA
williams2014,NA,NA
willisnorton2015,NA,NA
yoda2007,NA,NA
zhang2022a,Spilogale,gracilis amphiala
cottin2014,Pygoscelis,adeliae
christ2008,Ursus,arctos
graves2013,Ursus,arctos
quakenbush2010,Balaena,mysticetus
nichols2022,Megaptera,novaeangliae
dentremont2022a,Morus,bassanus
cleasby2022,Uria,aalge
cheng2019,Ciconia,ciconia
olson2021,Lynx,canadensis
ozsanlavharris2022,Anser,albifrons
swanepoel2010,Panthera,pardus
olnes2021,Erignathus,barbatus
davis2008,NA,NA
liu2019b,NA,NA
bonner2022,NA,NA
balland2020,Osphranter,robustus robustus
skov2008,NA,NA
gunner2022,Panthera,leo
willis2009,Thunnus,maccoyii
eisaguirre2021,NA,NA
hart2020a,Giraffa,giraffa angolensis
wilson2013a,Oncorhynchus,nerka
hart2010,Eudyptes,chrysolophus
sharma2023,Gyps,fulvus
moll2009,Odocoileus,virginianu
chakravarty2023,Suricata,suricatta
criffield2018,NA,NA
roshier2021b,NA,NA
hatase2007,Caretta,caretta
klappstein2020,Ursus,maritimu
fullman2021a,Rangifer,tarandus granti
watanabe2011a,NA,NA
jansen2021,Felis,catus
thiemann2013,Ursus,maritimus
harel2016,NA,NA
staahltoft2023,Bos,taurus
gilly2012,Dosidicus,gigas
vales2022,Odocoileus,hemionus columbianus
skarin2015,Rangifer,tarandus tarandus
bonnetlebrun2021,Thalassarche,melanophris
stravogianni2022,Sus,scrofa
loredo2019,Uria,aalge
foo2016,Arctocephalus,pusillus doriferus
sims2012,NA,NA
vergara2019,Campephilus,magellanicus
keen2019,Balaenoptera,physalus
marchand2014b,Ovis,gmelini musimon x sp.
jolivet2015,Tectus (= Trochus),niloticus
zweifelschielly2009,NA,NA
ruizsuarez2022,NA,NA
christiansen2016,Caretta,caretta
vali2018,Clanga,pomarina
higaki2022,Bos,taurus
brown2022b,Larus,fuscus
johnson2015a,Rangifer,tarandus caribou
skernmauritzen2009,Arctocephalus,pusillus pusillus
kammerle2017,Capreolus,capreolus
sullivan2022,NA,NA
broell2015,Pollachius,virens
johann2020b,NA,NA
blake2015,Chelonoidis,porteri
furusaka2019,Ursus,thibetanus
baker2007,Callorhinus,ursinus
cappelle2014,NA,NA
byrnes2011b,NA,NA
probo2013,NA,NA
obermoller2019,Alces,alces
manning2017,Bos,taurus
allen2014a,Cervus,elaphus
kawasaki2019,Himantopus,mexicanus knudseni
takagi2021,Sebastes,melanops
leblond2011,Rangifer,tarandus caribou
burnside2020,Chlamydotis,macqueenii
nyamuryekunge2020,Bos,taurus
ware2011,Turdus,torquatus
bourgoin2008,Ovis,gmelini musimon × sp.
niviere2018,Eretmochelys,imbricata
barras2021,Turdus,torquatus
woodroffe2017,Meles,meles
dzialak2011a,Centrocercus,urophasianus
cordes2011,Phoca,vitulina
sullivan2018,Anas,acuta
valerio2021,Canis,lupus
sankey2022,Columba,livia
wildermann2020,Chelonia,mydas
adams2019,Ardenna,creatopus
vanbeest2018,Phocoena,phocoena
denryter2021,Ovis,canadensis sierrae
vanderhoop2018,Tursiops,truncatus
marques2020,Milvus,migrans
sarmento2019,Oreamnos,americanus
parlin2022,NA,NA
vanderhoop2017,Terrapene,carolina carolina
saloma2022,NA,NA
holser2023a,Mirounga,angustirostris
harding2022,Galeocerdo,cuvier
boyers2019,Oryx,gazella gazella
buechley2022,NA,NA
gatt2019,Puffinus,yelkouan
thorne2016,Phoebastria,immutabilis
fijn2022,Chroicocephalus,ridibundus
moriarty2015b,Martes,caurina
aguado2017,NA,NA
braun2015,Manta,alfredi
prichard2014,Rangifer,tarandus
byrne2017,Coragyps,atratus
walton2021b,Papio,ursinus
jung2015,Bison,bison
ladds2016,Arctocephalus,pusillus doriferus
robinson2020b,Caretta,caretta
fais2016,Physeter,macrocephalus
fontes2022,Mobula,alfredi
double2014,Balaenoptera,musculus brevicauda
marais2013,Anas,platyrhynchos
heerah2017a,NA,NA
liu2022,Physeter,macrocephalus
baylis2019,Pygoscelis,papua
kamau2021,NA,NA
shamounbaranes2016,Larus,fuscus
soanes2014,Phalacrocorax,aristotelis
byrnes2008,Galeopterus,variegatus
goulet2019,Mirounga,leonina
dragon2012b,Mirounga,leonina
robson2014,NA,NA
fang2020,Cygnus,columbianus bewickii
johann2020b,Sus,scrofa
benz2016,NA,NA
skarin2010,Rangifer,tarandus tarandus
lescroel2010,Pygoscelis,adeliae
lu2022,Syrmaticus,reevesii
neumann2011,Alces,alces
poulin2023,Cervus,canadensis
zeller2021,Ursus,americanus
allen2014a,Cervus,elaphu
aramrun2019,Rangifer,tarandus tarandus
scrafford2018,Gulo,gulo luscus
barry2023,Rhincodon,typus
ware2011,Megaptera,novaeangliae
beckmann2016,NA,NA
clarke2016,Canis,lupis
ledwon2015,Nycticorax,nycticorax
bennitt2015,Syncerus,caffer caffer
berry2023,Antidorcas,marsupialis
vikingsson2015,Balaenoptera,acutorostrata
blake2013,Chelonoidis,nigra
xu2021b,Anser,albifrons
klaassen2018,Acinonyx,jubatus
raynor2017,Bison,bison bison
halsey2009a,Parabuteo,unicinctus
lagos2021,Lycalopex,culpaeus
carlsen2021,Phalacrocorax,aristotelis
johns2020,Ptychoramphus,aleuticus
walker2023,Tragelaphus,sylvaticus
lameris2021,Branta,leucopsis
reiertsen2014,Rissa,tridactyla
